227.000,17.642,16.636
228.000,14.131,13.167
229.000,23.805,23.270
230.000,18.066,16.973
231.000,17.636,17.478
232.000,16.622,15.609
233.000,15.825,14.885
234.000,13.471,12.612
235.000,17.559,17.175
236.000,18.673,18.269
237.000,15.959,14.632
238.000,14.743,13.588
239.000,17.827,17.225
240.000,12.107,11.382
241.000,14.990,14.346
242.000,12.707,11.669
243.000,17.947,17.175
244.000,13.877,13.268
245.000,19.384,18.673
246.000,15.802,15.171
247.000,23.120,22.293
248.000,19.354,19.044
249.000,19.735,19.599
250.000,18.594,17.949
251.000,15.282,14.733
252.000,15.961,15.087
253.000,17.630,16.939
254.000,18.201,18.202
255.000,19.137,18.640
256.000,14.966,14.666
257.000,20.042,19.650
258.000,18.265,17.747
259.000,17.245,17.158
260.000,17.236,16.568
261.000,14.026,13.302
262.000,15.404,14.666
263.000,17.181,16.771
264.000,20.334,19.633
265.000,23.150,22.647
266.000,15.108,14.380
267.000,17.703,17.495
268.000,15.089,14.127
269.000,18.624,17.966
270.000,20.557,20.037
271.000,16.027,15.508
272.000,20.284,19.633
273.000,20.259,20.155
274.000,17.344,17.427
275.000,16.566,15.743
276.000,17.032,16.703
277.000,14.767,14.481
278.000,17.163,16.905
279.000,14.232,14.009
280.000,20.388,19.919
281.000,16.947,16.568
282.000,16.601,15.575
283.000,17.303,16.939
284.000,18.650,18.235
285.000,15.802,15.221
286.000,21.419,20.694
287.000,17.032,16.097
288.000,19.260,18.943
289.000,15.885,15.356
290.000,18.689,18.471
291.000,21.594,21.266
292.000,21.202,20.542
293.000,15.533,15.642
294.000,16.386,15.642
295.000,14.818,14.548
296.000,21.500,21.721
297.000,16.839,16.299
298.000,14.294,13.336
299.000,16.637,16.097
300.000,19.938,19.902
